,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
166,"frozenset({'White Corn', 'Organic Lowfat 1% Milk'})",frozenset({'Organic Raspberries'}),0.0011123470522803114,0.010011123470522803,0.0011123470522803114,1.0,99.88888888888889,0.0011012112085978611,inf
167,"frozenset({'White Corn', 'Organic Raspberries'})",frozenset({'Organic Lowfat 1% Milk'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
168,"frozenset({'Organic Lowfat 1% Milk', 'Organic Raspberries'})",frozenset({'White Corn'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
169,frozenset({'White Corn'}),"frozenset({'Organic Lowfat 1% Milk', 'Organic Raspberries'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
170,frozenset({'Organic Lowfat 1% Milk'}),"frozenset({'White Corn', 'Organic Raspberries'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
171,frozenset({'Reduced Fat Cream of Mushroom Condensed Soup'}),frozenset({'Organic Raspberries'}),0.0011123470522803114,0.010011123470522803,0.0011123470522803114,1.0,99.88888888888889,0.0011012112085978611,inf
172,frozenset({'Organic Whipping Cream'}),frozenset({'Plain Greek Yogurt'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
173,frozenset({'Plain Greek Yogurt'}),frozenset({'Organic Whipping Cream'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
174,frozenset({'GOLEAN Crisp! Toasted Berry Crumble Cereal'}),frozenset({'Unsalted Butter'}),0.0011123470522803114,0.0033370411568409346,0.0011123470522803114,1.0,299.66666666666663,0.0011086351043861613,inf
175,frozenset({'Sea Salt Crunchy Chickpeas'}),frozenset({'Strawberries'}),0.0011123470522803114,0.0033370411568409346,0.0011123470522803114,1.0,299.66666666666663,0.0011086351043861613,inf
176,frozenset({'Organic & Raw Strawberry Serenity Kombucha'}),frozenset({'Organic Raspberries'}),0.0011123470522803114,0.010011123470522803,0.0011123470522803114,1.0,99.88888888888889,0.0011012112085978611,inf
177,frozenset({'Original Mountain Blueberry Low Fat Yogurt'}),frozenset({'Organic Avocado'}),0.0011123470522803114,0.004449388209121246,0.0011123470522803114,1.0,224.75,0.0011073977884214446,inf
179,frozenset({'Air Chilled Organic Boneless Skinless Chicken Breasts'}),frozenset({'Organic Cream Cheese Bar'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
180,frozenset({'Original Puffcorn'}),frozenset({'Classic Potato Chips'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
181,frozenset({'Classic Potato Chips'}),frozenset({'Original Puffcorn'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
182,frozenset({'Beefsteak Tomato'}),frozenset({'Total Plain Greek Strained Yogurt'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
183,frozenset({'Total Plain Greek Strained Yogurt'}),frozenset({'Beefsteak Tomato'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
184,frozenset({'Icelandic Style Fat Free Plain Yogurt'}),frozenset({'Organic Hass Avocado'}),0.0011123470522803114,0.010011123470522803,0.0011123470522803114,1.0,99.88888888888889,0.0011012112085978611,inf
185,frozenset({'Flip™ Low-Fat Almond Coco Loco Lowfat Greek Yogurt'}),frozenset({'Organic Blueberries'}),0.0011123470522803114,0.004449388209121246,0.0011123470522803114,1.0,224.75,0.0011073977884214446,inf
186,frozenset({'In Rich Tomato Sauce Vegetarian Beans'}),frozenset({'White Facial Tissues'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
187,frozenset({'White Facial Tissues'}),frozenset({'In Rich Tomato Sauce Vegetarian Beans'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
188,frozenset({'Organic Grade A Large Brown Eggs'}),"frozenset({'All Purpose Cleaner, Lemon Breeze Scent'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
189,"frozenset({'All Purpose Cleaner, Lemon Breeze Scent'})",frozenset({'Organic Grade A Large Brown Eggs'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
192,frozenset({'Liquid Aminos All Purpose Seasoning'}),frozenset({'Organic Navel Orange'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
193,frozenset({'Ant & Roach Killer Fragrance Free Insecticide'}),frozenset({'Finely Shredded Mozzarella Cheese'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
194,frozenset({'Finely Shredded Mozzarella Cheese'}),frozenset({'Ant & Roach Killer Fragrance Free Insecticide'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
195,frozenset({'Macaroni & Cheese'}),frozenset({'Goodness Grapeness Organic Juice Drink'}),0.0011123470522803114,0.0033370411568409346,0.0011123470522803114,1.0,299.66666666666663,0.0011086351043861613,inf
196,frozenset({'Trix Strawberry Punch Low Fat Yogurt'}),frozenset({'Cereal'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
197,frozenset({'Cereal'}),frozenset({'Trix Strawberry Punch Low Fat Yogurt'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
